name,ra,dec,pmra,pmdec,mag,alias
17 Vir,185.633491,5.305446,-168.058,-51.896,6.47,
6 Crv,185.839948,-24.84067,-19.342,-20.272,5.658,
x01 Cen,185.897581,-35.412676,-42.132,-6.896,5.311,
4 CVn,185.945883,42.542739,-80.044,13.518,6.022,
5 CVn,186.006226,51.562257,12.955,11.323,4.761,
13 Com,186.077287,26.098589,-26.158,-9.385,5.18,
71 UMa,186.263367,56.777828,-14.15,-12.288,5.81,
x02 Cen,186.34056,-35.186416,-41.277,-6.379,5.707,
6 CVn,186.462244,39.018616,-77.864,-33.599,5.01,
14 Com,186.600268,27.268239,-15.874,-11.784,4.95,
G Cen,186.632333,-51.450636,-30.801,-9.969,4.808,
72 UMa,186.635872,55.159451,12.876,10.015,7.06,
gam Com,186.734469,28.268422,-83.006,-80.917,4.34,
16 Com,186.747067,26.825702,-11.589,-9.138,4.959,
73 UMa,186.896262,55.712723,-21.75,-11.901,5.7,
sig Cen,187.009925,-50.230638,-32.173,-13.171,3.91,
u Cen,187.093613,-39.041164,-28.016,-12.696,5.439,
17 Com,187.227926,25.912851,-23.071,-15.11,5.236,** STFA 21
18 Com,187.362677,24.108923,-18.18,1.106,5.468,
20 Com,187.430167,20.896108,26.28,-31.746,5.679,
del Crv,187.466063,-16.515431,-210.49,-138.74,2.94,Algorab
74 UMa,187.488843,58.405741,-59.14,90.771,5.347,
7 CVn,187.511785,51.535632,-293.581,25.626,6.21,
75 UMa,187.517746,58.767775,30.958,-14.54,6.065,
4 Dra,187.527758,69.201104,-57.311,-50.365,4.95,
21 Com,187.752335,24.567166,-12.474,-9.085,5.436,
35 Cru,187.918043,-59.423923,-12.82,-3.948,5.53,
eta Crv,188.01761,-16.196005,-424.597,-58.241,4.294,
gam Mus,188.11672,-72.13299,-51.833,-5.664,3.88,
20 Vir,188.261995,10.29567,-50.376,4.043,6.28,
kap Dra,188.370597,69.788239,-58.571,10.11,3.89,
22 Com,188.39258,24.282983,-11.972,-8.806,6.243,
bet CVn,188.435601,41.357478,-704.702,292.155,4.25,Chara
q Vir,188.444785,-9.452077,-82.653,0.134,5.48,
bet Crv,188.596812,-23.39676,1.116,-56.704,2.64,Kraz
6 Dra,188.683413,70.021779,-32.393,-4.449,4.946,
23 Com,188.712803,22.629206,-58.83,22.771,4.773,
BO Mus,188.726848,-67.756896,-11.611,-3.291,6.23,
24 Com B,188.776438,18.377092,-1.934,21.22,6.276,
24 Com A,188.782335,18.377058,-3.03,23.285,5.02,
f Vir,189.197309,-5.8319,-27.992,-20.279,5.88,
25 Com,189.243049,17.089534,-37.488,-17.458,5.66,
alf Mus,189.295907,-69.135565,-40.2,-12.8,2.649,
tau Cen,189.425683,-48.541305,-186.081,-6.757,3.86,
9 CVn,189.69282,40.874663,-24.655,-13.287,6.352,
26 Com,189.780427,21.062583,-71.779,-14.596,5.49,
chi Vir,189.811529,-7.995565,-77.223,-24.409,4.643,
l Cen,189.968868,-39.987303,-43.38,-25.25,4.64,
gam Cen,190.379333,-48.959871,-185.72,5.79,2.17,
76 UMa,190.391293,62.713039,-30.973,-17.457,6.02,
27 Vir,190.3933,10.426269,-106.527,-0.231,6.215,
gam Vir,190.415117,-1.449404,-605.176,85.701,2.74,Porrima
rho Vir,190.47107,10.235626,81.912,-90.323,4.88,
39 Cru,190.485705,-59.685821,-24.464,-4.226,4.94,
d01 Vir,190.487988,6.806616,-71.532,-11.17,5.573,
28 Vir,190.490367,-7.500299,14.818,-45.653,6.802,
R Mus,190.520942,-69.407555,-4.344,-2.048,6.33,
w Cen,190.647714,-48.81311,-124.02,-30.42,4.66,
10 CVn,191.24752,39.278916,-359.699,139.016,5.95,
Y CVn,191.282608,45.440257,-2.968,13.063,4.87,La Superba
d02 Vir,191.40441,7.673325,-107.945,4.888,5.207,
iot Cru,191.408548,-60.981321,112.266,-65.641,4.686,
bet Mus,191.570017,-68.108116,-41.97,-8.89,3.04,
33 Vir,191.593938,9.539686,279.479,-454.913,5.65,
27 Com,191.661507,16.577688,14.359,15.903,5.12,
34 Vir,191.806828,11.958087,48.812,-11.533,6.09,
7 Dra,191.893097,66.790304,7.182,-6.333,5.423,Tianyi
35 Vir,191.96422,3.572714,-7.803,-3.002,6.41,
28 Com,192.059716,13.553037,-45.532,-30.027,6.56,
11 CVn,192.17418,48.46684,-64.145,11.025,6.245,
29 Com,192.225888,14.122586,28.555,-19.862,5.681,
30 Com,192.322711,27.552379,-93.871,21.596,5.78,
p Cen,192.671514,-33.999348,-29.71,-13.778,4.894,
37 Vir,192.903707,3.056787,-35.855,19.519,6.003,
31 Com,192.924667,27.540713,-12.025,-8.119,4.94,
32 Com,193.05107,17.073941,1.389,-5.828,6.28,
e Cen,193.278776,-48.943313,-79.45,-24.729,4.33,
38 Vir,193.296486,-3.553097,-262.971,-3.649,6.11,
35 Com,193.323946,21.244947,-37.66,-30.14,4.91,
n Cen,193.359132,-40.178913,60.029,-20.64,4.27,
kap Cru,193.453832,-60.376241,-5.197,-0.984,5.94,
41 Vir,193.457155,12.418394,45.314,-19.712,6.241,
psi Vir,193.588181,-9.538994,-18.08,-19.52,4.8,
mu.01 Cru,193.648435,-57.177923,-30.69,-13.08,4.04,
mu.02 Cru,193.653684,-57.168665,-28.386,-10.447,5.2,
lam Cru,193.663261,-59.146702,-33.051,-14.751,4.602,
TU CVn,193.735502,47.196722,-18.034,-7.84,5.84,
iot Oct,193.745039,-85.123362,67.2,24.76,5.45,
8 Dra,193.868952,65.438474,-3.658,-30.126,5.225,Taiyi
del Vir,193.900869,3.39747,-469.99,-52.83,3.38,Minelauva
alf02 CVn,194.00694,38.318376,-233.776,55.035,2.88,Cor Caroli
RY Dra,194.107963,65.994392,12.768,-9.603,6.34,
H Cen,194.268131,-51.198753,-30.068,-15.526,5.159,
36 Com,194.731012,17.409443,-37.705,33.723,5,
k Vir,194.914725,-3.811937,-48.371,10.607,5.791,
9 Dra,194.979465,66.597269,-138.943,-14.936,5.368,
37 Com,195.068622,30.785022,-20.75,-6.712,4.88,
46 Vir,195.149779,-3.368488,-19.73,46.48,5.99,
78 UMa,195.182081,56.366336,107.94,2.05,4.93,
38 Com,195.290063,17.123146,-8.14,-23.102,5.93,
eps Vir,195.544154,10.959149,-273.793,19.804,2.79,Vindemiatrix
del Mus,195.567735,-71.548859,263.701,-23.069,3.61,
ksi01 Cen,195.888771,-49.527263,-47.858,-11.496,4.826,
48 Vir,195.976753,-3.663146,-35.46,-40.68,6.62,
14 CVn,196.435148,35.7989,-37.208,20.034,5.195,
f Cen,196.569598,-48.463291,-29.558,-15.692,4.691,
39 Com,196.588499,21.153398,-69.38,-45.88,6,
40 Com,196.594175,22.616187,28.883,-43.94,5.61,
ksi02 Cen,196.727664,-49.906245,-26.15,-12.03,4.27,
41 Com,196.794708,27.624738,34.155,-69.539,4.69,
49 Vir,196.97422,-10.740409,16.629,-10.192,5.151,
tet Mus,197.029805,-65.306022,-4.272,-1.664,5.53,
g Vir,197.135275,-8.984382,-36.396,-63.956,5.564,
psi Hya,197.263608,-23.118044,-20.533,-46.131,4.934,
15 CVn,197.425133,38.533884,-13.252,5.384,6.28,
50 Vir,197.438672,-10.329339,-13.517,-9.315,5.943,
tet Vir,197.487454,-5.539004,-35.252,-33.302,4.397,
alf Com A,197.497022,17.529404,-430.1,137.8,4.8,
17 CVn,197.5134,38.498981,-70.304,44.39,5.91,
bet Com,197.968307,27.878184,-800.72,882.301,4.25,
53 Vir,198.014763,-16.198603,97.167,-288.066,5.04,
54 Vir A,198.36181,-18.826404,-23.271,-9.744,6.777,
55 Vir,198.545396,-19.930946,-119.745,159.578,5.33,
56 Vir,198.687974,-10.370383,-23.534,-44.426,6.98,
eta Mus,198.81223,-67.894591,-30.518,-9.179,4.78,
19 CVn,198.883124,40.855203,-111.773,21.223,5.777,
57 Vir,198.994878,-19.9431,304.278,-114.932,5.22,
e Vir,199.193812,9.424156,-335.473,191.038,5.19,
r Cen,199.221383,-31.506201,34.475,-48.146,5.11,
20 CVn,199.385588,40.572607,-125.614,18.386,4.698,
sig Vir,199.40118,5.469867,-6.06,9.14,4.8,
21 CVn,199.560456,49.682064,-35.161,16.342,5.15,
61 Vir,199.601308,-18.311194,-1070.202,-1063.849,4.74,
gam Hya,199.730407,-23.171514,67.956,-44.299,3,
23 CVn,200.078962,40.150546,-58.211,-3.696,5.6,
62 Vir,200.083262,-11.304181,-122.642,-1.176,6.726,
iot Cen,200.14922,-36.712304,-339.615,-82.181,2.73,
64 Vir,200.540437,5.154754,-87.957,-40.277,5.873,
J Cen,200.658055,-60.988381,-29.518,-21.698,4.509,
63 Vir,200.754644,-17.735274,-50.001,-29.311,5.354,
65 Vir,200.828723,-4.924428,-19.96,-16.703,5.858,
m Cen,201.002011,-64.53567,28.959,-21.326,4.52,
66 Vir,201.138535,-5.164001,132.135,-33.841,5.749,
iot01 Mus,201.279662,-74.887819,-108.236,-132.718,5.04,
g UMa,201.306407,54.987959,120.21,-16.04,4.01,Alcor
i Vir,201.67986,-12.707663,-130.093,-21.369,5.25,
iot02 Mus,201.827071,-74.691756,-35.337,-13.814,6.613,
69 Vir,201.863183,-15.973579,-121.566,20.435,4.75,
70 Vir,202.107535,13.778788,-235.951,-575.969,4.97,
71 Vir,202.304169,10.818309,-59.626,-36.758,5.646,
K Cen,202.355226,-51.165131,-1.823,-7.517,5.03,
R Hya,202.42825,-23.28132,-54.213,11.794,4.97,
72 Vir,202.607182,-6.470266,44.704,11.518,6.098,
d Cen,202.761069,-39.407305,-15.67,-10.49,3.88,
l Vir,202.991187,-6.255817,-103.94,-43.87,4.69,
73 Vir,203.011693,-18.728878,-97.081,-17.176,5.998,
75 Vir,203.215176,-15.363013,-76.31,-0.49,5.529,
h Vir,203.241965,-10.164999,-31.019,-38.85,5.21,
77 Vir,203.352158,-7.62261,-74.301,3.815,7.02,
81 UMa,203.530439,55.348434,-19.066,-5.966,5.588,
o Vir,203.533047,3.658969,44.539,-23.252,4.94,
24 CVn,203.613583,49.015972,-127.914,27.811,4.7,
y Vir,203.668542,-13.214325,-47.39,-7.87,5.932,
zet Vir,203.673297,-0.595816,-276.903,44.621,3.38,Heze
80 Vir,203.880401,-5.396191,15.914,82.243,5.706,
25 CVn,204.365116,36.294898,-95.54,23.75,4.82,
82 UMa,204.876866,52.921207,-136.115,55.899,5.456,
1 Boo,205.168622,19.955718,-46.723,23.172,5.76,
83 UMa,205.184472,54.681636,-19.06,-10.56,4.66,
kap Oct,205.23118,-85.786042,-88.395,-23.285,5.555,
2 Boo,205.259777,22.49577,-17.203,-25.289,5.58,
m Vir,205.403208,-8.70298,-91.258,38.786,5.01,
Q Cen,205.43655,-54.559424,-42.33,-24.26,4.99,
T Cen,205.439848,-33.597378,-27.747,3.365,6.05,
84 Vir,205.765465,3.5379,-295.22,-74.313,5.423,
83 Vir,206.124278,-16.179073,12.522,-6.052,5.567,
85 Vir,206.396112,-15.767469,-43.065,-24.397,6.179,
i Cen,206.42185,-33.043717,-462.182,-146.513,4.23,
86 Vir,206.484669,-12.42653,-18.12,7.623,5.5,
84 UMa,206.64857,54.432679,-18.559,-4.742,5.675,
M Cen,206.66408,-51.432757,9.258,-29.111,4.632,
3 Boo,206.680514,25.702237,-18.366,-59.098,5.965,
z Cen,206.734799,-36.251933,-13.533,-10.886,5.147,
tau Boo,206.815575,17.456891,-468.923,63.469,4.49,
87 Vir,206.855797,-17.859838,60.825,-31.825,5.43,
g Cen,207.361341,-34.450773,-45.332,-60.067,4.19,
ups Boo,207.369338,15.797904,-93.269,40.166,4.07,
nu. Cen,207.376152,-41.687709,-26.77,-20.18,3.386,
mu. Cen,207.404119,-42.47373,-24.25,-18.64,3.43,
e Boo,207.428436,21.264101,31.23,17.196,4.91,
89 Vir,207.467845,-18.134169,-100.681,-38.243,4.959,
i Dra,207.85808,64.72327,1.34,-5.15,4.66,
3 Cen,207.956672,-32.994085,-34.54,-28.21,4.32,
N Cen,208.02026,-52.811529,-38.997,-26.863,5.257,
h Cen,208.302242,-31.927619,-10.428,-10.71,4.73,
7 Boo,208.303875,17.932869,-34.605,5.163,5.709,
y Cen,208.386501,-35.664256,-83.39,-25.36,5.53,
86 UMa,208.462558,53.728676,-28.717,-6.396,5.695,
eta Boo,208.671162,18.397721,-60.95,-356.29,2.68,Muphrid
p Vir,208.675605,-1.503122,-86.26,-21.309,5.159,
92 Vir,209.116153,1.05058,-28.395,13.226,5.898,
9 Boo,209.142421,27.492081,28.154,-48.279,5,
phi Cen,209.567778,-42.100754,-22.77,-20.13,3.802,
47 Hya,209.629776,-24.972252,-49.361,-31.358,5.15,
10 Boo,209.662179,21.6962,-5.411,-41.794,5.748,
ups01 Cen,209.669786,-44.803586,-27.51,-22.44,3.87,
48 Hya,210.000503,-25.010404,-194.664,-93.017,5.77,
11 Boo,210.29367,27.386596,-78.929,18.638,6.221,
tau Vir,210.41164,1.544531,17.317,-21.594,4.237,
ups02 Cen,210.431279,-45.603409,4.873,-17.824,4.33,
alf Dra,211.097323,64.375869,-56.351,12.329,3.68,Thuban
tet Aps,211.332837,-76.796762,-88.586,-32.655,5.5,
chi Cen,211.511534,-41.179633,-22.9,-21.69,4.343,
94 Vir,211.574044,-8.89162,0.328,20.53,6.519,
pi. Hya,211.592908,-26.682361,43.381,-140.951,3.28,
tet Cen,211.670615,-36.369955,-520.53,-518.06,2.05,Menkent
95 Vir,211.67843,-9.313515,-140.625,4.024,5.453,
3 UMi,211.734852,74.593783,-53.525,13.389,6.44,
13 Boo,212.072095,49.458166,-58.799,59.974,5.25,
4 UMi,212.212192,77.54751,-30.815,33.335,4.805,
96 Vir,212.252471,-10.334547,-7.529,21.175,6.46,
d Boo,212.599722,25.091677,-23.157,-59.831,4.83,
50 Hya,213.191762,-27.261186,-12.951,-35.033,5.08,
kap Vir,213.223937,-10.273703,6.674,138.987,4.21,Kang
kap02 Boo,213.370865,51.789967,61.899,-9.615,4.5,
14 Boo,213.52158,12.959443,-254.075,-54.785,5.53,
15 Boo,213.71187,10.10061,-19.627,-164.919,5.32,
iot Vir,214.003623,-6.000545,-26.31,-419.38,4.08,Syrma
iot Boo,214.041374,51.36723,-149.277,89.135,4.75,
lam Boo,214.09591,46.088304,-187.698,159.309,4.18,Xuange
CY Boo,214.368548,15.26338,14.455,7.696,5.8,
A Boo,214.499239,35.509512,5.716,12.866,4.796,
eta Aps,214.557899,-81.007758,-19.981,-65.222,4.889,
CS Vir,214.659377,-18.715962,-52.197,-46.004,5.9,
lam Vir,214.777469,-13.371091,-15.841,27.602,4.52,Khambalia
18 Boo,214.817832,13.004301,105.226,-31.26,5.396,
iot Lup,214.850921,-46.058094,-12.52,-5.148,3.529,
ups Vir,214.885332,-2.265516,-118.809,-71.508,5.14,
20 Boo,214.93848,16.306947,-141.539,59.351,4.84,
v Cen,215.081427,-56.386495,-9.437,-7.543,4.35,
psi Cen,215.139301,-37.885293,-63.69,-10.65,4.034,
eps Aps,215.596519,-80.108946,-9.51,-14.34,5.052,
a Cen,215.759329,-39.511819,-24.15,-21.9,4.42,
k Hya,215.774057,-27.754017,-202.484,-117.094,4.75,
2 Lib,215.85677,-11.714043,-9.064,-58.835,6.214,
tet Boo,216.299154,51.850743,-235.4,-399.07,4.05,
tau01 Lup,216.534267,-45.221425,-13.09,-14.67,4.553,
tau02 Lup,216.545057,-45.379278,14.62,-7.33,4.35,
f Boo,216.614021,19.226899,-69.968,26.597,5.394,
del Oct,216.730134,-83.667885,-96.184,-13.862,4.304,
104 Vir,216.851602,-6.120344,-71.374,-60.7,6.161,
5 UMi,216.881436,75.695994,8.809,20.671,4.235,
l Hya,217.043447,-29.491638,-23.446,-24.638,4.97,
phi Vir,217.050579,-2.227958,-138.727,-3.338,4.84,Elgafar
g Boo,217.157553,49.84485,-303.943,-46.836,5.58,
106 Vir,217.173843,-6.900527,-23.317,-55.329,5.418,
rho Boo,217.957455,30.371436,-100.531,119.87,3.59,
gam Boo,218.019465,38.308251,-115.71,151.16,3.02,Seginus
26 Boo,218.135592,22.260056,-126.904,39.706,5.897,
sig Lup,218.154402,-50.457159,-29.26,-15.72,4.423,
sig Boo,218.670072,29.745127,188.574,131.58,4.47,
a Lup,219.333986,-46.133439,-10.37,-10.28,5.431,
rho Lup,219.471775,-49.425828,-28.921,-29.213,4.05,
33 Boo,219.709272,44.404502,-67.847,-18.424,5.387,
pi.01 Boo,220.181495,16.418326,13.922,15.566,4.893,
zet Boo B,220.287116,13.728417,66.3,-20.6,4.51,
31 Boo,220.411463,8.161764,-10.265,3.187,4.862,
32 Boo,220.431335,11.660662,-159.442,-112.809,5.55,
b Cen,220.48996,-37.793494,-29.828,-31.914,4,
alf Cir,220.626748,-64.975137,-192.53,-233.51,3.19,
mu. Vir,220.765095,-5.658203,103.28,-318.63,3.88,
4 Lib,220.806463,-24.997753,-22.5,-8.898,5.73,
34 Boo,220.855679,26.527852,-13.57,-16.08,4.79,
c01 Cen,220.914323,-35.173668,-62.24,-177.683,4.04,
eps Boo B,221.246457,27.074986,-43.525,22.499,4.801,
c02 Cen,221.246673,-35.191829,9.311,-3.426,4.924,
omi Boo,221.310252,16.964276,-59.581,-52.524,4.6,
108 Vir,221.375852,0.717272,-38.907,-8.231,5.665,
5 Lib,221.49066,-15.459545,-35.725,-0.353,6.34,
m Hya,221.500333,-25.443176,-151.5,-107.28,5.15,
109 Vir,221.562189,1.892884,-114.03,-22.13,3.73,
b Lup,221.75539,-52.383517,-17.287,-82.275,5.22,
55 Hya,221.843982,-25.624266,-7.379,-13.343,5.609,
56 Hya,221.936693,-26.0875,38.373,-9.133,5.229,
alf Aps,221.965467,-79.044751,-4.58,-15.88,3.798,
57 Hya,221.98982,-26.64617,-4.452,-4.01,5.764,
h Boo,222.327793,46.116204,-6.207,-77.913,5.757,Merga
mu. Lib,222.32938,-14.149021,-65.95,-14.54,5.31,
39 Boo,222.422052,48.720807,-77.94,100.83,8.3,
E Hya,222.572117,-27.960361,-238.58,-62.451,4.41,
alf01 Lib,222.671549,-15.99721,-73.505,-67.871,5.16,
bet UMi,222.676357,74.155504,-32.61,11.42,2.08,Kochab
alf02 Lib,222.719638,-16.041776,-105.68,-68.4,2.75,Zubenelgenubi
11 Lib,222.754467,-2.29915,89.935,-124.303,4.94,
ksi Boo,222.847416,19.100472,154.98,-66.43,4.593,
omi Lup,222.909595,-43.57536,-25.2,-27.13,4.313,
12 Lib,223.583869,-24.642204,-10.786,-28.376,5.266,
ksi01 Lib,223.595309,-11.89835,-53.095,-8.339,5.788,
zet Cir,223.677442,-65.991105,-9.071,-8.227,6.09,
c Lup,224.071879,-52.809551,27.364,6.503,5.386,
tet Cir,224.18328,-62.781016,-11.7,-11.69,5.11,
ksi02 Lib,224.192146,-11.4097,8.851,9.815,5.45,
8 UMi,224.201468,74.900923,13.139,3.578,6.835,Baekdu
16 Lib,224.295828,-4.346459,-98.683,-153.908,4.49,
1 Ser,224.388547,-0.167612,59.929,-26.5,5.512,
RR UMi,224.395863,65.93246,-78.23,32.5,4.54,
R Aps,224.470765,-76.662654,-69.161,-16.583,5.359,
17 Lib,224.555887,-11.154765,-7.414,-9.733,6.601,
bet Lup,224.633022,-43.133964,-35.78,-39.83,2.68,
59 Hya,224.663561,-27.657314,-47.7,-8.66,5.65,
18 Lib,224.723255,-11.144017,-105.41,-62.973,5.857,
kap Cen,224.790354,-42.104196,-17.62,-22.51,3.11,
40 Boo,224.903946,39.265332,-31.82,41.417,5.634,
9 UMi,225.112278,71.765458,-403.503,80.383,6.64,
del Lib,225.243118,-8.518947,-63.051,-6.024,4.93,
2 Ser,225.453837,-0.140298,8.596,-15.536,5.71,
pi.01 Oct,225.461659,-83.227647,18.954,52.52,5.641,
bet Boo,225.48651,40.390568,-40.708,-30.168,3.52,Nekkar
60 Hya,225.526805,-28.060613,84.357,-33.336,5.824,
ome Boo,225.52712,25.008139,-5.335,-49.18,4.81,
110 Vir,225.725156,2.091304,-55.569,13.628,4.4,
i Boo,225.947065,47.654062,-445.84,19.86,4.83,I Boo*
sig Lib,226.017562,-25.281969,-73.484,-42.632,3.21,Brachium
psi Boo,226.111429,26.947648,-174.718,-5.036,4.55,
pi.02 Oct,226.195513,-83.038311,-8.312,-17.597,5.645,
eta Cir,226.200781,-64.031351,103.058,8.499,5.168,
pi. Lup A,226.27953,-47.051261,-21.3,-28.6,4.58,
k Boo,226.357643,48.15097,-65.809,28.731,5.577,
nu. Lib,226.656652,-16.256818,-36.821,-23.247,5.2,
22 Lib,226.704419,-16.484361,-62.2,-16.556,6.404,
c Boo,226.825275,24.869194,184.714,-164.279,4.93,
b Boo,227.099096,26.301154,3.855,-15.726,5.669,
lam Lup,227.210887,-45.279861,-15.707,-18.158,4.05,
ome Oct,227.786634,-84.787786,2.984,-9.385,5.866,
kap Lup,227.983638,-48.737825,-97.126,-48.849,3.7,
kap02 Lup,227.990314,-48.743686,-98.497,-43.645,5.498,
iot Lib,228.055376,-19.791711,-35.4,-32.79,4.54,
zet Lup,228.071233,-52.099248,-112.92,-71.18,3.41,
e Lup,228.206612,-44.500413,-22.01,-21.75,4.806,
iot02 Lib,228.329972,-19.647576,-50.808,-33.581,6.066,
23 Lib,228.369445,-25.309348,-400.147,-75.253,6.46,
chi Boo,228.621495,29.164296,-69.512,28.662,5.272,
26 Lib,228.640657,-17.768571,-16.223,-15.26,6.172,
i Lup,228.655499,-31.519124,-8.935,1.036,4.918,
3 Ser,228.79732,4.939355,-17.768,4.496,5.337,
del Boo,228.875678,33.314831,84.383,-111.591,3.49,
4 Ser,228.95449,0.372137,-107.017,12.441,5.623,
del Cir,229.237066,-60.957256,-4.085,-3.758,5.09,
bet Lib,229.251724,-9.382914,-98.1,-19.65,2.62,Zubeneschamali
11 UMi,229.274539,71.823902,4.073,9.477,5.015,Pherkad Minor
bet Cir,229.378542,-58.801205,-97.74,-134.15,4.057,
eps Cir,229.412054,-63.610467,3.209,9.344,4.849,
f Lup,229.457656,-30.148666,-10.266,-11.126,4.33,
mu. Lup,229.633429,-47.875276,-29.59,-35.07,4.27,
gam TrA,229.727422,-68.679547,-65.816,-31.187,2.89,
5 Ser,229.828322,1.765407,372.216,-513.483,5.04,
omi CrB,230.035661,29.616207,-117.972,-42.922,5.51,
gam UMi,230.18215,71.834016,-17.73,17.9,3.002,Pherkad
28 Lib,230.223658,-18.158661,-6.348,-61.058,6.17,
omi Lib,230.255789,-15.548351,20.404,29.818,6.143,
6 Ser,230.258317,0.715336,-41.953,-103.817,5.393,
del Lup,230.342974,-40.64753,-9.163,-17.377,3.19,
14 UMi,230.376247,73.476688,-122.458,66.404,7.38,
nu.02 Lup,230.450625,-48.31763,-1623.275,-275.548,5.65,
phi01 Lup,230.45154,-36.261373,-91.255,-85.736,3.546,
50 Boo,230.452396,32.933694,-48.58,13.647,5.372,
nu.01 Lup,230.534461,-47.927792,-141.535,-133.142,5,
7 Ser,230.596807,12.567526,-0.753,-4.137,6.28,
eps Lup,230.670284,-44.689615,-22.86,-18.87,3.366,
30 Lib,230.75742,-15.134037,4.327,19.575,6.48,
phi02 Lup,230.788958,-36.858487,-18.24,-20.72,4.54,
eta CrB A,230.800962,30.288212,,,5.577,
gam Cir A,230.844403,-59.320702,,,4.96,
8 Ser,230.932124,-1.022386,75.056,-29.074,6.105,
eps Lib,231.049515,-10.322279,-66.816,-152.296,4.92,
mu.01 Boo,231.122631,37.377156,-149.928,89.573,4.31,Alkalurops
mu.02 Boo,231.128613,37.347299,-140.08,84.78,6.51,
ups Lup,231.187535,-39.710264,-26.1,-54.77,5.37,
iot Dra,231.232394,58.966065,-8.36,17.08,3.29,Edasich
k Lup,231.334221,-38.73361,-44.781,-16.941,4.6,
tau01 Ser,231.447489,15.428036,-13.172,-7.79,5.17,
bet CrB,231.957215,29.105701,-180.17,85.92,3.68,Nusakan
zet01 Lib,232.0642,-16.716485,16.299,-33.679,5.626,
10 Ser,232.159321,1.842079,-84.884,-34.239,5.17,
pi.01 UMi A,232.2966,80.448602,-224.796,107.613,6.57,
pi.01 UMi B,232.348299,80.450268,-217.596,105.986,7.53,
33 Lib,232.39476,-17.440938,-68.387,7.364,6.69,
zet03 Lib,232.668339,-16.609462,22.636,-1.766,5.806,
nu.01 Boo,232.732331,40.833048,10.563,-8.385,5.026,
tet UMi,232.853807,77.34936,-44.146,8.051,4.982,
kap01 Aps,232.878425,-73.389591,0.996,-18.345,5.49,
nu.02 Boo,232.945762,40.899335,-22.887,-12.041,4.978,
tau02 Ser,233.040312,16.056169,-3.386,6.918,6.216,
zet04 Lib,233.230088,-16.852845,-12.879,-11.282,5.499,
tet CrB,233.232425,31.359132,-20.15,-9.39,4.13,
11 Ser,233.241406,-1.186401,-17.679,-41.933,5.496,
37 Lib,233.544593,-10.064533,307.347,-234.595,4.62,
36 Lib,233.655492,-28.04702,10.755,-32.18,5.138,
del Ser B,233.70073,10.537752,-67.012,3.473,5.13,
gam Lup,233.785201,-41.166757,-15.62,-25.43,2.765,
mu. CrB,233.812161,39.010067,24.78,8.594,5.11,
gam Lib,233.881578,-14.789535,65.34,7.45,3.91,Zubenelhakrabi
tau03 Ser,233.888457,17.655554,-77.745,-13.437,6.113,
d Lup,233.971867,-44.958388,-20.53,-21.23,4.55,
tau04 Ser,234.117427,15.101455,-3.623,4.476,6.25,
tau05 Ser,234.121832,16.119084,72.175,-5.217,5.926,
16 Ser,234.123224,10.010147,42.906,-123.903,5.253,
14 Ser,234.140455,-0.561531,-23.164,-21.684,6.504,
eps TrA,234.180095,-66.317037,24.318,-55.216,4.104,
ups Lib,234.256037,-28.13511,-16.261,11.711,3.589,
phi Boo,234.456658,40.353434,61.38,59.791,5.254,
ome Lup,234.513362,-42.567336,-153.157,55.969,4.33,
tau Lib,234.664039,-29.777749,-22.08,-24.46,3.642,
41 Lib,234.727322,-19.301891,86.629,-78.165,5.359,
7 CrB B,234.842684,36.63683,-14.011,-3.919,5.93,
7 CrB A,234.84447,36.635811,-15.51,-7.465,4.979,
pi.02 UMi,234.91082,79.983216,-30.256,39.467,6.89,
psi01 Lup,234.94158,-34.411921,6.105,-11.251,4.661,
42 Lib,235.070405,-23.818084,-16.044,-16.111,4.96,
kap02 Aps,235.088979,-73.446667,-15.517,-26.408,5.65,
tau06 Ser,235.246252,16.024589,21.853,-16.611,5.991,
g Lup,235.297403,-44.661206,-169.106,-266.391,4.633,
iot Ser,235.387727,19.670399,-60.86,-43.69,4.505,
chi Ser,235.447561,12.847526,39.045,-2.923,5.33,
tau07 Ser,235.477985,18.464036,-61.654,54.319,5.792,
kap Lib,235.486635,-19.678793,-35.256,-111.519,4.72,
h Lup,235.659652,-37.424939,-48.88,-17.284,5.24,
psi02 Lup,235.670925,-34.710406,-21.37,-29.98,4.721,
gam CrB,235.68569,26.295634,-111.65,49.52,3.81,
rho Oct,235.820535,-84.465274,136.944,95.932,5.568,
pi. CrB,235.99708,32.515806,-30.287,-9.363,5.575,
psi Ser,236.007577,2.515167,-42.431,-136.845,5.86,
zet UMi,236.014662,77.794494,19.91,-1.99,4.274,
eta Lib,236.018331,-15.672834,-34.917,-63.307,5.412,
alf Ser,236.066976,6.425629,133.84,44.81,2.63,Unukalhai
tau08 Ser,236.175551,17.264222,-28.655,4.476,6.136,
25 Ser,236.523485,-1.80419,-22.06,-30.827,5.39,
bet Ser,236.546896,15.421819,65.958,-47.791,3.67,Chow
lam Ser,236.610893,7.353069,-223.952,-69.763,4.42,
ups Ser,236.822137,14.115414,-56.044,32.67,5.709,
R CrB,237.143397,28.156749,-2.898,-11.703,5.71,
kap Ser,237.184903,18.141565,-51.88,-88.1,4.09,Gudja
30 Ser,237.236654,-3.81851,-30.084,7.256,5.524,
